Transaktions-ID,Datum,Kunden-ID,Artikelposition,Artikelname,Wochentag
daa99966-9c7c-476c-83a0-ddf77fc11414,"Friday, September 11, 2020",249,1,Wurst,Freitag
bcd4c772-1a5a-4ffc-ac7d-66651658259f,"Friday, June 26, 2020",222,1,Wurst,Freitag
7b6c3419-a2b8-4cf5-adf1-8166e397094f,"Friday, June 26, 2020",227,1,Wurst,Freitag
fda4589b-1184-4630-ab07-ccc69632aa03,"Friday, January 31, 2020",23,1,Wurst,Freitag
d2da0d14-4e03-4375-8ead-baf0196941ba,"Friday, September 25, 2020",454,1,Wurst,Freitag
251222bf-8673-409e-bb2f-48ac4571b382,"Friday, August 7, 2020",145,1,Wurst,Freitag
395bba81-7e9d-462a-9d64-02398c1f1ede,"Friday, December 11, 2020",218,1,Wurst,Freitag
6c63738e-e7c8-4d61-b110-cf1621bc5316,"Friday, January 22, 2021",264,1,Wurst,Freitag
c452b390-9863-4149-9e1e-b5d811ffd7a2,"Friday, May 15, 2020",344,1,Wurst,Freitag
4f887644-be79-4b44-808d-cc57a41e9abb,"Friday, June 26, 2020",49,1,Wurst,Freitag
ba6ddaf5-2a0d-4a61-b44c-1e403b8e2b4c,"Friday, May 1, 2020",358,1,Wurst,Freitag
a70ea248-aa2a-46ae-9a66-6e4ee840fb21,"Friday, January 29, 2021",111,1,Wurst,Freitag
29669cb2-4360-40ac-9b8f-fc84799ebdb2,"Friday, February 5, 2021",333,1,Wurst,Freitag
d3f1a272-1d01-4093-93e3-5c1f63688525,"Friday, March 27, 2020",454,1,Wurst,Freitag
d8febbc4-5fcf-4865-bdf8-91912c8bedbb,"Friday, June 19, 2020",118,1,Wurst,Freitag
a001b405-c29b-44d9-8d6a-1f74b68cee7f,"Friday, January 22, 2021",26,1,Wurst,Freitag
667b95ec-54f5-431f-80cd-9ca4f272e547,"Friday, September 25, 2020",298,1,Wurst,Freitag
e1440607-6805-4475-b8e9-8814ef624d31,"Friday, January 3, 2020",225,1,Wurst,Freitag
673e56a0-fd57-407b-b733-ec1f25192998,"Friday, February 28, 2020",458,1,Wurst,Freitag
f7d87414-79d2-4635-acc8-8e1fce8cc795,"Friday, January 1, 2021",242,1,Wurst,Freitag
59291b94-9089-4fe4-9306-a5728f710668,"Friday, June 26, 2020",308,1,Wurst,Freitag
0e72fb46-2725-4e64-9434-1189d4a7e2ca,"Friday, October 16, 2020",445,1,Wurst,Freitag
51821411-f9d3-4418-8900-0489e130f419,"Friday, April 17, 2020",281,1,Wurst,Freitag
03ab8a57-484f-44a7-87ab-0517e344e813,"Friday, March 27, 2020",177,1,Wurst,Freitag
7b04e075-0469-46e0-a82f-430699319112,"Friday, January 29, 2021",333,1,Wurst,Freitag
a23837cf-a172-49b6-a8bb-c481de4b34ca,"Friday, November 20, 2020",418,1,Wurst,Freitag
03c9e5ad-cdb2-4489-9a49-24787aa5378e,"Friday, April 24, 2020",313,1,Wurst,Freitag
cbedb8f4-34bc-45a7-9cc4-b4d92c588b6d,"Friday, February 5, 2021",275,1,Wurst,Freitag
402c3cf5-e2b2-43bc-a2da-3db497256e35,"Friday, August 7, 2020",274,1,Wurst,Freitag
f2a01860-7716-4197-9982-914834cde6fd,"Friday, February 28, 2020",321,1,Wurst,Freitag
c36cce02-0da8-48dd-b329-bd9328845e46,"Friday, August 7, 2020",200,1,Wurst,Freitag
4168b6a6-cf98-45ca-8ede-b1c2e8a4c0cc,"Friday, May 1, 2020",146,1,Wurst,Freitag
76b0af51-4ef4-492f-9af7-5be0f8ddc9ec,"Friday, January 31, 2020",111,1,Wurst,Freitag
73485785-7de0-40f6-8d82-a9e83eb8244e,"Friday, January 8, 2021",157,1,Wurst,Freitag
dafb2ba8-d2b8-4043-8667-c8a875f5a280,"Friday, September 4, 2020",312,1,Wurst,Freitag
7cbeb820-dee9-4bc6-8a43-0b735632149d,"Friday, June 19, 2020",28,1,Wurst,Freitag
f2f92f46-76dc-4abe-8dbb-4d26bf11e031,"Friday, July 24, 2020",369,1,Wurst,Freitag
2b6018a5-b52e-403d-8982-abbf015f2b8d,"Friday, August 14, 2020",224,1,Wurst,Freitag
3d128d4b-2d3e-4fe8-bbe4-ed3e518d9aa0,"Friday, July 17, 2020",387,1,Wurst,Freitag
97bd73f8-df09-4b8c-9b50-c437c7c4cbe9,"Friday, September 18, 2020",385,1,Wurst,Freitag
3bd73529-0921-48ea-9b38-a049ad653c63,"Friday, April 24, 2020",301,1,Wurst,Freitag
02fb977a-0224-48e3-ad9d-e928c793d5bc,"Friday, August 21, 2020",208,1,Wurst,Freitag
b055f0af-04d7-4860-8aca-e43f9f493c17,"Friday, September 11, 2020",284,1,Wurst,Freitag
3558d4c7-2db2-46a9-82a6-16d6b57a6bb5,"Friday, December 25, 2020",369,1,Wurst,Freitag
f453db9e-fd2f-4c91-8c3f-751c4a25b2aa,"Friday, February 14, 2020",413,1,Wurst,Freitag
6c8a6790-2243-4015-8179-46d7951f5b30,"Friday, January 15, 2021",35,1,Wurst,Freitag
64f3af79-12e0-4358-8c86-bdc15fbabcc3,"Friday, January 17, 2020",107,1,Wurst,Freitag
e22afd85-d2ac-41f4-a3b6-1ca5966f84d6,"Friday, September 11, 2020",322,1,Wurst,Freitag
e2d092d4-3b8a-442a-a02d-361f952c58f1,"Friday, September 4, 2020",42,1,Wurst,Freitag
a3ad4405-5536-4a1d-a7c3-fc960cd62ba5,"Friday, January 8, 2021",166,1,Wurst,Freitag
23d9e146-959e-4cea-8747-4c061885483f,"Friday, October 23, 2020",243,1,Wurst,Freitag
14f4ae47-b497-496c-87ae-57478cfc9a95,"Friday, September 4, 2020",109,1,Wurst,Freitag
0df08687-eccc-4ec6-8fb9-1f5887400091,"Friday, July 10, 2020",268,1,Wurst,Freitag
cd281dcb-6c25-47ce-9cf2-9cb680d9fc95,"Friday, May 29, 2020",13,1,Wurst,Freitag
68c9738a-af91-4e31-af74-7f8356b5fba0,"Friday, January 31, 2020",307,1,Wurst,Freitag
0153b2fd-7f1e-47f5-b93d-d4fcf6cc98a2,"Friday, October 30, 2020",193,1,Wurst,Freitag
e230ad08-b3d0-4667-9570-9a5986e743b4,"Friday, February 28, 2020",199,1,Wurst,Freitag
834e54b6-79de-42e8-b0b6-119755ad0da3,"Friday, January 31, 2020",423,1,Wurst,Freitag
07f392b0-1bfa-4c2b-8160-2fca5a53b346,"Friday, December 25, 2020",324,1,Wurst,Freitag
071674a7-c449-4ccc-b220-ccce9bfc7f2e,"Friday, November 20, 2020",79,1,Wurst,Freitag
a24b6c7d-edd9-43ab-92bf-1fb3b2571be2,"Friday, December 25, 2020",14,1,Wurst,Freitag
7090e130-5a8c-4040-b6cb-4afceedfaaf6,"Friday, June 12, 2020",470,1,Wurst,Freitag
f1efa981-82bf-462e-83e6-bc894421de9c,"Friday, March 27, 2020",362,1,Wurst,Freitag
48d38e8b-6207-456c-8120-be2c979b0ca5,"Friday, January 8, 2021",430,1,Wurst,Freitag
59b2ecdb-a22f-4875-aa6e-cbd1d8c9e1aa,"Friday, October 30, 2020",485,1,Wurst,Freitag
d60b82db-01d3-46fe-9072-a2c3d722aa84,"Friday, January 3, 2020",468,1,Wurst,Freitag
929b4284-b4ef-4cd4-92c0-425a7c644cf7,"Friday, February 5, 2021",90,1,Wurst,Freitag
c574a58e-fccd-4016-b4bc-c7ff44e61863,"Friday, March 6, 2020",163,1,Wurst,Freitag
a8f82b18-1db8-4acc-bfcf-91632ffba7af,"Friday, January 29, 2021",19,1,Wurst,Freitag
1fb5f7d6-8670-4de8-acc7-a1d284159325,"Friday, November 20, 2020",361,1,Wurst,Freitag
9deab01c-bf38-4682-94a7-a1937df8d27e,"Friday, April 24, 2020",245,1,Wurst,Freitag
7d66f6df-2ade-4412-90db-86da1dcfed26,"Friday, December 18, 2020",62,1,Wurst,Freitag
a3cc29a6-4435-46d4-ae16-f4b48b42c43a,"Friday, February 14, 2020",402,1,Wurst,Freitag
d3b3d787-cc92-4699-8539-be9e427d07c9,"Friday, October 9, 2020",406,1,Wurst,Freitag
d7886af8-0eb9-4f9a-bdf9-9c68a93ed9ce,"Friday, February 14, 2020",423,1,Wurst,Freitag
9106942e-3cbf-42b5-b280-59cf9af78b59,"Friday, September 4, 2020",197,1,Wurst,Freitag
056b362f-b456-40c4-a842-cf54d01eeee4,"Friday, June 5, 2020",252,1,Wurst,Freitag
f31470fc-2c35-4adf-b5e1-b40a90cb35fa,"Friday, July 3, 2020",288,1,Wurst,Freitag
d079804c-150b-47af-a4f6-0ed35a26e188,"Friday, February 14, 2020",204,1,Wurst,Freitag
3ec83682-dbfa-4013-9cff-5c8b3e10736f,"Friday, October 9, 2020",251,1,Wurst,Freitag
dc9a9b5e-df02-4e04-b61e-b0ec7f7562da,"Friday, May 8, 2020",166,1,Wurst,Freitag
b1f4df3b-aaf9-482c-80a3-a7937ccc0cb2,"Friday, April 17, 2020",92,1,Wurst,Freitag
b34fab43-abb4-4d7a-90cd-1661b267a278,"Friday, July 3, 2020",125,1,Wurst,Freitag
56b9dc35-c284-456d-be00-38ce2534acc4,"Saturday, November 21, 2020",347,1,Wurst,Samstag
b3e0330f-c36c-4b2f-8111-3701899f8484,"Saturday, June 6, 2020",95,1,Wurst,Samstag
e5cd80d3-b067-4b3b-b0f4-bcc1d7194081,"Saturday, January 4, 2020",148,1,Wurst,Samstag
84e287a7-8bae-4080-8793-5757a2ea26ed,"Saturday, April 25, 2020",10,1,Wurst,Samstag
250db58d-33b1-4da8-9dc3-ef0c87a1763c,"Saturday, May 23, 2020",23,1,Wurst,Samstag
79918b6f-3f49-4f60-895d-e28d8e42a854,"Saturday, May 16, 2020",410,1,Wurst,Samstag
188ef599-3f2c-4550-8f82-42c00f957dd7,"Saturday, May 30, 2020",21,1,Wurst,Samstag
0768fc81-935a-4e27-b9ab-943d6a5e712d,"Saturday, September 19, 2020",129,1,Wurst,Samstag
38706768-c1a5-4dd6-9acf-7a779b74c6d5,"Saturday, February 22, 2020",20,1,Wurst,Samstag
28f9c552-5498-4a34-ad39-66d2ac180c02,"Saturday, May 16, 2020",367,1,Wurst,Samstag
351b06af-c0aa-4306-83cc-d7673bd9cea4,"Saturday, February 8, 2020",308,1,Wurst,Samstag
ba06dbc7-f673-453b-a306-386b63f58f4b,"Saturday, April 11, 2020",415,1,Wurst,Samstag
3c81041c-55c2-41d0-9723-c7a361b07671,"Saturday, March 14, 2020",70,1,Wurst,Samstag
3a7cbeb8-9ce2-4013-8c6b-d7bf9b45a7e5,"Saturday, October 10, 2020",4,1,Wurst,Samstag
faa11a50-2fd4-4a94-8438-bfc19439290d,"Saturday, December 19, 2020",116,1,Wurst,Samstag
a161435a-6888-40db-b80e-ae7004d2fbb8,"Saturday, June 13, 2020",401,1,Wurst,Samstag
f5e0ac06-ac84-4631-9472-dacdeae79727,"Saturday, January 18, 2020",303,1,Wurst,Samstag
747274fd-653f-4bc0-bd82-0f62df830925,"Saturday, July 11, 2020",100,1,Wurst,Samstag
4e1c4d3b-ca50-4fb0-b739-15718d4e778a,"Saturday, March 21, 2020",358,1,Wurst,Samstag
4f9bdd7d-bdd2-46b9-b21c-a7ad1c1e14f1,"Saturday, November 28, 2020",212,1,Wurst,Samstag
09a4e353-ef24-434d-862e-0307d901e429,"Saturday, December 19, 2020",118,1,Wurst,Samstag
cd9acb86-a83f-4b8e-8239-59a44a3ad35f,"Saturday, January 18, 2020",261,1,Wurst,Samstag
2a3e7c22-f746-4585-bb1a-f50f3e31f275,"Saturday, March 28, 2020",219,1,Wurst,Samstag
4455672f-3068-4067-97e1-ed49c21cca90,"Saturday, January 30, 2021",67,1,Wurst,Samstag
e9b5b91a-272d-47a6-b5bd-2ec9b40dd81f,"Saturday, October 31, 2020",492,1,Wurst,Samstag
5dc03e01-7f86-416f-8f9f-d1f7ed6d701b,"Saturday, January 9, 2021",253,1,Wurst,Samstag
cbe8650a-b49f-44e7-9940-415d7f962e90,"Saturday, January 18, 2020",128,1,Wurst,Samstag
7153629a-2cec-442b-be33-57baac0b0756,"Saturday, August 1, 2020",21,1,Wurst,Samstag
79884013-33b1-4f9a-81ac-30064b237237,"Saturday, November 28, 2020",81,1,Wurst,Samstag
55ba9e1d-70aa-4674-bd25-cf00904fca7a,"Saturday, November 21, 2020",192,1,Wurst,Samstag
47cf4719-207e-4bc5-88b5-08ddcff7e2fd,"Saturday, August 15, 2020",278,1,Wurst,Samstag
c6aa289b-e306-427a-9fc1-f3128bcdd75f,"Saturday, October 24, 2020",286,1,Wurst,Samstag
38b2a8fd-391f-4e2e-b767-2bc9396c9ec2,"Saturday, March 14, 2020",135,1,Wurst,Samstag
b75d10a3-c282-4190-8d66-cab17a06c58d,"Saturday, October 3, 2020",418,1,Wurst,Samstag
4f98bc3d-c925-4f7c-bf69-19652a09f00e,"Saturday, July 25, 2020",57,1,Wurst,Samstag
c0b5bb3e-a61e-4e52-9ba4-f15d3965a02a,"Saturday, January 25, 2020",306,1,Wurst,Samstag
0f3d8597-8378-4bf0-ad2f-dc76bd865bbc,"Saturday, January 16, 2021",359,1,Wurst,Samstag
2fb163e6-e7f2-4bfe-bd87-59e6d8464107,"Saturday, December 5, 2020",224,1,Wurst,Samstag
328ec02e-6c22-43ad-b6ab-3d153b0d4eab,"Saturday, November 21, 2020",71,1,Wurst,Samstag
584b64b9-e6a0-4979-b431-30e552c0fc2d,"Saturday, December 26, 2020",193,1,Wurst,Samstag
a5ab3c38-d991-4365-acf3-d4998913accc,"Saturday, January 16, 2021",296,1,Wurst,Samstag
322c07b0-33a2-44bc-85a9-22c00a8bd54b,"Saturday, November 28, 2020",199,1,Wurst,Samstag
86d93817-463c-4044-b077-028394f8b7bd,"Saturday, March 28, 2020",425,1,Wurst,Samstag
a26f6948-1883-4de0-85cc-81c7b4572852,"Saturday, January 23, 2021",285,1,Wurst,Samstag
510fa9ea-676d-41b5-8de2-e41539a12554,"Saturday, January 25, 2020",150,1,Wurst,Samstag
0558e6a8-f348-42d5-bd10-bc1a2a4f0c1d,"Saturday, December 5, 2020",57,1,Wurst,Samstag
ec94358c-1bb9-4fde-853b-2ef40138a98a,"Saturday, February 29, 2020",42,1,Wurst,Samstag
2dcd3d8a-a1aa-4bec-a194-b90398a4524f,"Saturday, January 11, 2020",494,1,Wurst,Samstag
866d07b8-a59a-4d5e-845b-b26287d1587e,"Saturday, August 22, 2020",449,1,Wurst,Samstag
e57a0eca-ba80-4521-ba7e-d86d5208f90b,"Saturday, July 11, 2020",216,1,Wurst,Samstag
e487be6f-4794-423d-8ba3-d66a7aedde59,"Saturday, January 25, 2020",430,1,Wurst,Samstag
20b0c7c0-06af-4f39-b5a2-3bc0cb616adf,"Saturday, March 21, 2020",208,1,Wurst,Samstag
7d9ee0e2-a7af-43f6-b676-aa74741cfd44,"Saturday, January 4, 2020",120,1,Wurst,Samstag
2c4043c0-a8c2-4f36-af6e-9f3574b9010b,"Saturday, September 5, 2020",432,1,Wurst,Samstag
a94fef92-5bb6-4d25-9ab7-3a25a6291e34,"Saturday, October 24, 2020",90,1,Wurst,Samstag
f8f18bf7-cc1a-40b1-bdfe-26cc31dd13f5,"Saturday, June 20, 2020",349,1,Wurst,Samstag
b15e03ad-2a08-4ff2-beda-9ab6ea7b3d38,"Saturday, November 14, 2020",25,1,Wurst,Samstag
a36e10b5-aae4-40b0-8d95-0cd768aa74f0,"Saturday, December 19, 2020",90,1,Wurst,Samstag
400a4465-1f4f-4d26-930b-d002a306d502,"Saturday, April 11, 2020",445,1,Wurst,Samstag
7e6a6ad2-6ba9-4462-be88-5f14f7f07d74,"Saturday, March 21, 2020",462,1,Wurst,Samstag
7c7cbb4a-f17f-48a8-9afa-b721578f6a27,"Saturday, May 30, 2020",396,1,Wurst,Samstag
5e09b094-e39c-43ab-8efb-43b3a53d8b55,"Saturday, January 11, 2020",25,1,Wurst,Samstag
8990899e-f37c-41a0-b772-8190fae40a2b,"Saturday, November 7, 2020",172,1,Wurst,Samstag
9fd6d521-b5c6-4af2-a768-b7125a5b73c3,"Saturday, April 18, 2020",286,1,Wurst,Samstag
cc3f5105-d3c4-4791-a267-e6e0fd8aa354,"Saturday, December 26, 2020",175,1,Wurst,Samstag
2759cef6-651a-42e4-be76-d87e57703f0a,"Saturday, November 7, 2020",131,1,Wurst,Samstag
40ce6beb-4fb0-4378-b726-439dbdf7a5f9,"Saturday, October 17, 2020",425,1,Wurst,Samstag
2df92def-6c98-4679-afa1-11e28f33fb15,"Saturday, August 15, 2020",301,1,Wurst,Samstag
efc65a5b-2e1a-47d4-9a31-016b793294b6,"Saturday, August 8, 2020",482,1,Wurst,Samstag
3cff1172-7818-495d-8010-655182bb9951,"Saturday, June 27, 2020",268,1,Wurst,Samstag
fdfd6d70-6a62-4c4e-b87d-23b3ce4b503c,"Saturday, May 2, 2020",414,1,Wurst,Samstag
6b7bd4ff-ae5b-4a30-aa31-4a43c3b45f25,"Saturday, October 17, 2020",401,1,Wurst,Samstag
0afd5493-aabb-44d6-b13e-aebc9642aec1,"Saturday, November 21, 2020",27,1,Wurst,Samstag
8125d77a-0af5-441b-bb49-324c5697d1b0,"Saturday, August 15, 2020",150,1,Wurst,Samstag
e40d2335-f8f1-422b-b91a-de3dcb50f684,"Saturday, February 15, 2020",367,1,Wurst,Samstag
3e5a05e9-762b-4f15-889f-83ff8e0362fb,"Saturday, January 4, 2020",157,1,Wurst,Samstag
dfeafffc-aafe-4946-be3d-7a4bff514f02,"Saturday, January 16, 2021",289,1,Wurst,Samstag
eff0eb21-9f1c-4686-971d-fc2ae88af27d,"Saturday, January 18, 2020",254,1,Wurst,Samstag
f63f02e7-32da-46b8-9452-d20daa6ae77d,"Saturday, January 4, 2020",193,1,Wurst,Samstag
97ff4e1c-8f7c-47fb-8368-51d283cfd2a7,"Saturday, December 12, 2020",5,1,Wurst,Samstag
ee1f99bb-411b-48e7-b0e9-189238a769be,"Saturday, February 1, 2020",96,1,Wurst,Samstag
a9cd0b48-556e-4af8-8798-7f67b5b309de,"Saturday, June 6, 2020",204,1,Wurst,Samstag
328a6109-8d39-490f-b3f6-664fd42e3e5b,"Saturday, January 30, 2021",283,1,Wurst,Samstag
d6934406-f0a3-4b75-a33f-0d6ec7941da3,"Saturday, March 14, 2020",416,1,Wurst,Samstag
6ae172ba-e1c7-48d7-b6eb-253d231bad04,"Saturday, August 22, 2020",345,1,Wurst,Samstag
73aef6fd-26e3-41cc-9b17-65843e4291e8,"Saturday, January 25, 2020",10,1,Wurst,Samstag
23949c23-0ab9-46cb-897a-fc24f131c431,"Saturday, August 22, 2020",49,1,Wurst,Samstag
addbcb5b-83c1-48ab-9745-92157e6aaf45,"Saturday, September 12, 2020",336,1,Wurst,Samstag
ed1b761f-8b17-496a-bfd0-30f97ced9bdd,"Saturday, August 29, 2020",57,1,Wurst,Samstag
0d85853a-ea88-486a-8808-57cce0596791,"Saturday, December 19, 2020",425,1,Wurst,Samstag
f0a6696f-a07b-4f93-853b-a70037f0f172,"Saturday, January 4, 2020",436,1,Wurst,Samstag
c8896b2a-c13b-4cfa-991e-29867594ef7f,"Saturday, March 14, 2020",117,1,Wurst,Samstag
3c9518b4-1a89-425b-8ee8-7d21593c00cf,"Saturday, January 23, 2021",479,1,Wurst,Samstag
2da87e54-25c4-404b-940c-7b74ebc6036c,"Saturday, March 21, 2020",2,1,Wurst,Samstag
9dad7936-70a2-40e0-acd7-ff95de340eb8,"Saturday, December 19, 2020",147,1,Wurst,Samstag
31bc02dd-11c6-48d0-9583-c3e144edc97e,"Saturday, April 11, 2020",351,1,Wurst,Samstag
8312cc1d-5002-4056-9971-e2eca1ca3685,"Saturday, July 11, 2020",165,1,Wurst,Samstag
869b6590-f2a2-471d-bf09-c9cc84807e0a,"Saturday, November 21, 2020",229,1,Wurst,Samstag
dd12f4f8-d657-4736-bcb6-6bd28ae7ebd0,"Saturday, May 9, 2020",387,1,Wurst,Samstag
69318321-7c77-419e-9dda-afac92c70da0,"Saturday, January 30, 2021",201,1,Wurst,Samstag
48d387cf-2e32-472e-b0e6-9aa9aed8c336,"Saturday, August 15, 2020",47,1,Wurst,Samstag
4c1f1f67-b5aa-4c94-b7ab-c10866041f5f,"Saturday, November 7, 2020",416,1,Wurst,Samstag
f02d6853-aee6-4d30-b051-709d0d3cfd9a,"Saturday, February 8, 2020",93,1,Wurst,Samstag
45fff1e9-5b76-41a8-8b86-861f9017f11c,"Saturday, January 18, 2020",456,1,Wurst,Samstag
3183deab-0b6a-43ea-ac1b-fd4470620b20,"Saturday, October 3, 2020",417,1,Wurst,Samstag
753016e6-05a3-4b8d-b268-0ab16c46b59f,"Saturday, September 12, 2020",154,1,Wurst,Samstag
c762221f-0372-480e-8a0a-6cbb96c90b75,"Saturday, August 15, 2020",189,1,Wurst,Samstag
4dc753d5-e4e3-4739-be69-5e82ce6c7047,"Saturday, February 29, 2020",328,1,Wurst,Samstag
ebc25622-5ec2-423b-9203-a0b0b76de77b,"Saturday, November 28, 2020",185,1,Wurst,Samstag
cfb9a25e-7c0e-4be3-beb4-ae7a642a6d5e,"Saturday, November 14, 2020",416,1,Wurst,Samstag
1bca19c7-40ed-4feb-9020-abe730f99374,"Thursday, November 19, 2020",243,1,Wurst,Donnerstag
ad559949-439a-4071-8ddd-5eb0dfb7f42b,"Thursday, July 23, 2020",443,1,Wurst,Donnerstag
93a0be2e-b342-4235-8f3b-86abd751a766,"Thursday, January 14, 2021",406,1,Wurst,Donnerstag
6c05d4f3-7589-4c54-a2de-dc8f2193426a,"Thursday, December 3, 2020",336,1,Wurst,Donnerstag
e61832ff-44f2-4228-b1f3-ad5272d77022,"Thursday, October 22, 2020",414,1,Wurst,Donnerstag
1936111a-9010-40c4-a421-80e7cd88798a,"Thursday, June 4, 2020",440,1,Wurst,Donnerstag
784ee964-4ecd-4a7d-8bbf-2b795941f187,"Thursday, April 9, 2020",300,1,Wurst,Donnerstag
b8cd993d-adbf-4540-9c95-23ee02d1e978,"Thursday, September 10, 2020",430,1,Wurst,Donnerstag
ca3674bb-a3b5-425b-8f9d-779f1fff026a,"Thursday, April 16, 2020",357,1,Wurst,Donnerstag
57de3517-d34e-4fb0-9c16-4fbcf83f43bb,"Thursday, February 13, 2020",321,1,Wurst,Donnerstag
735b6263-53f4-4baf-a8cc-2af5dd689411,"Thursday, January 23, 2020",398,1,Wurst,Donnerstag
9e018ef3-4143-408f-b6de-af83bc09d327,"Thursday, March 12, 2020",94,1,Wurst,Donnerstag
9eb403a1-4852-4db9-8024-0e5a05d1c2df,"Thursday, July 30, 2020",113,1,Wurst,Donnerstag
91882d51-dcef-4e3e-aa04-8c7dc64c2193,"Thursday, February 6, 2020",417,1,Wurst,Donnerstag
84ae0417-111d-4109-947b-ed7595dcdcf8,"Thursday, October 22, 2020",347,1,Wurst,Donnerstag
712f0fde-a70a-4f36-9f96-6b0ef27154ca,"Thursday, September 17, 2020",457,1,Wurst,Donnerstag
021ad88d-5746-45c4-8e74-830b31364e6e,"Thursday, April 16, 2020",336,1,Wurst,Donnerstag
662b0381-a281-4e72-8c0b-3f5b2aac398c,"Thursday, May 21, 2020",248,1,Wurst,Donnerstag
27f88c88-7b94-46af-8106-61ac18ae4605,"Thursday, March 26, 2020",412,1,Wurst,Donnerstag
e3f14de8-fbbe-4f76-9073-e9a68b1ca55a,"Thursday, December 31, 2020",432,1,Wurst,Donnerstag
785e409d-2fcc-4f5d-88b5-b1ec6e783828,"Thursday, December 10, 2020",183,1,Wurst,Donnerstag
24eed210-4d2b-4a17-981c-a1d1de1d52f4,"Thursday, January 21, 2021",283,1,Wurst,Donnerstag
4500bd26-b117-4d06-a59a-e795d614a39d,"Thursday, February 6, 2020",251,1,Wurst,Donnerstag
5884220d-ee46-448e-9f1d-36ead6458678,"Thursday, April 23, 2020",400,1,Wurst,Donnerstag
d636db22-42ab-496e-87f8-ae42a9812f12,"Thursday, February 27, 2020",332,1,Wurst,Donnerstag
6bfbe088-93d3-455e-875b-64597b517c44,"Thursday, January 2, 2020",199,1,Wurst,Donnerstag
f4f74f5d-e896-4d58-8133-127c2ba12455,"Thursday, July 2, 2020",285,1,Wurst,Donnerstag
66899141-ce8d-4aa8-b292-237156be41db,"Thursday, January 23, 2020",292,1,Wurst,Donnerstag
6a94d64a-673e-442b-85fb-f49bb59e6718,"Thursday, April 23, 2020",481,1,Wurst,Donnerstag
8bce7c0b-5ce8-4e9f-9433-c9fbd0a7eb1e,"Thursday, January 28, 2021",39,1,Wurst,Donnerstag
997af8ee-5fa8-456d-a85d-04a23e4173a4,"Thursday, July 30, 2020",344,1,Wurst,Donnerstag
47e81025-e37a-48eb-b701-9d0848b4e831,"Thursday, May 28, 2020",261,1,Wurst,Donnerstag
